,district,state,year,party,candidatevotes,totalvotes,candidate,national_poll,national_poll_prev,national_poll_delta_subtract,national_poll_delta_divide,previous_party,dem_win_margin_prev,rep_win_margin_prev,margin_signed_minus_prev,margin_signed_divide_prev,margin_unsigned_minus_prev,margin_unsigned_divide_prev,dem_win_prev,rep_win_prev,dem_win,rep_win,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
LA_05_2018,5.0,LA,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.18429410706323193,0.8157058929367681,-0.6314117858735362,0.22593205303411734,0.6314117858735362,4.426109472165036,0.0,1.0,0.0,1.0,50.1,10.0,12.7,37.5,2.3,12.4,18.2,49.2,7.2,86.4,39.5,4.5,3.5,0.5,8.1,25.1,115400,37415.0,19.1,0.018208203802030316
MA_01_2018,1.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.674347109896018,0.1644493759937771,0.5098977339022409,4.100636477462437,0.5098977339022409,4.100636477462437,1.0,0.0,1.0,0.0,52.0,10.2,12.6,40.8,3.5,12.9,29.5,49.3,7.5,86.0,30.1,19.5,3.4,1.4,2.6,14.2,221000,55465.0,20.4,0.08554372259277002
MD_03_2018,3.0,MD,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6318981379259586,0.33870022815926987,0.29319790976668875,1.86565607398651,0.29319790976668875,1.86565607398651,1.0,0.0,1.0,0.0,52.4,9.3,16.2,37.3,2.1,12.8,48.3,22.4,7.9,85.9,28.2,20.4,3.0,5.9,5.9,7.8,331600,87732.0,7.9,0.2139253744627826
MA_02_2018,2.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.7585057145295804,0.22793690476518252,0.5305688097643979,3.327700335805571,0.5305688097643979,3.327700335805571,1.0,0.0,1.0,0.0,51.2,13.0,12.4,39.6,3.0,11.7,39.7,38.4,5.9,87.1,22.9,19.1,2.8,2.6,2.6,10.9,280500,67531.0,10.8,0.14426394877504198
MA_03_2018,3.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.657309704435139,0.2985610511934778,0.3587486532416612,2.201592276713883,0.3587486532416612,2.201592276713883,1.0,0.0,1.0,0.0,50.0,9.6,12.2,39.1,2.4,11.0,38.0,34.3,5.7,88.3,46.3,30.3,3.1,2.8,3.6,11.1,348600,75654.0,13.8,0.2212613791362257
MA_04_2018,4.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6724520875073361,0.2859950822658005,0.3864570052415356,2.3512715050196804,0.3864570052415356,2.3512715050196804,1.0,0.0,1.0,0.0,52.0,9.4,11.6,41.1,2.3,9.7,52.1,21.9,5.5,88.5,17.1,17.0,2.8,7.7,1.5,7.0,431500,100742.0,6.9,0.1509996755492706
MA_05_2018,5.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.7409580884928202,0.24814310360483066,0.4928149848879895,2.986011207761793,0.4928149848879895,2.986011207761793,1.0,0.0,1.0,0.0,51.7,9.1,15.7,38.1,2.5,10.6,57.6,16.5,4.5,85.8,29.6,31.9,2.6,15.7,2.8,7.7,564400,98775.0,6.4,0.3301887447570901
MA_06_2018,6.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.7430516970575997,0.2446043165467626,0.49844738051083703,3.0377701732648927,0.49844738051083703,3.0377701732648927,1.0,0.0,1.0,0.0,51.5,8.7,11.7,42.9,2.1,10.9,45.1,33.8,5.5,88.8,38.2,16.6,2.3,6.5,2.4,7.6,446700,85951.0,8.8,0.1520953273530593
MA_07_2018,7.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.8182079478112032,0.17030470377367632,0.6479032440375269,4.80437668297493,0.6479032440375269,4.80437668297493,1.0,0.0,1.0,0.0,51.3,15.5,23.9,31.7,2.7,15.7,44.9,43.7,2.4,80.0,52.1,42.8,4.4,32.0,3.9,18.7,496300,64310.0,18.2,0.4816188690540682
MA_08_2018,8.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6843758601445926,0.2594486488943433,0.4249272112502493,2.637808533831659,0.4249272112502493,2.637808533831659,1.0,0.0,1.0,0.0,51.9,8.1,15.8,39.8,2.4,12.2,47.2,30.4,5.9,86.9,24.6,23.5,3.4,17.2,2.5,7.8,437400,90323.0,9.7,0.22216773556664518
MA_09_2018,9.0,MA,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.5246976280961843,0.31662463271909264,0.20807299537709162,1.657159847577913,0.20807299537709162,1.657159847577913,1.0,0.0,1.0,0.0,51.1,8.2,10.9,46.1,2.7,11.3,35.6,46.5,7.4,89.4,36.3,14.1,2.3,2.6,3.2,8.9,369200,71685.0,10.2,0.1086154813042692
MD_01_2018,1.0,MD,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.286171937353803,0.6699144151981375,-0.3837424778443346,0.4271768614938122,0.3837424778443346,2.340950763351412,0.0,1.0,0.0,1.0,50.5,8.9,11.5,42.6,2.2,10.7,31.5,25.0,9.0,88.2,41.9,6.8,3.9,1.0,4.8,8.6,272200,73206.0,10.3,0.0573213542319388
KY_02_2018,2.0,KY,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,1e-10,1.0,-0.9999999999,1e-10,0.9999999999,10000000000.0,0.0,1.0,0.0,1.0,50.8,10.0,12.3,38.4,2.4,11.7,19.8,34.5,9.1,83.2,30.1,5.6,3.1,0.4,5.0,14.9,143600,50289.0,11.0,0.036730082278110095
KY_01_2018,1.0,KY,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2732766780044214,0.7256129578161946,-0.4523362798117732,0.37661493646264965,0.4523362798117732,2.6552319177579244,0.0,1.0,0.0,1.0,50.2,9.5,11.5,40.3,2.3,13.4,16.3,31.2,8.1,86.6,43.8,3.9,2.8,0.3,5.8,18.0,111400,41930.0,13.7,0.016518602944620524
KS_04_2018,4.0,KS,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2960752186186426,0.6067116922372671,-0.31063647361862445,0.487999856285704,0.31063647361862445,2.0491809313454814,0.0,1.0,0.0,1.0,50.4,9.0,13.4,36.7,1.9,13.7,30.2,26.3,8.3,83.3,49.7,12.4,3.5,0.6,9.5,13.5,132400,53657.0,10.6,0.07075379763282856
KS_03_2018,3.0,KS,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.40598869760108186,0.5130146628078797,-0.1070259652067978,0.7913783504334685,0.1070259652067978,1.2636180904522614,0.0,1.0,1.0,0.0,50.9,8.0,13.9,36.7,2.2,12.8,47.5,22.1,6.3,85.9,44.2,15.0,2.6,0.3,8.7,7.9,230100,74120.0,5.0,0.11258671179626988
IL_11_2018,11.0,IL,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6044786680843188,0.3955213319156811,0.2089573361686377,1.5283086380109179,0.2089573361686377,1.5283086380109179,1.0,0.0,1.0,0.0,50.3,8.9,13.0,36.9,2.1,11.3,35.3,29.6,4.8,87.5,53.9,34.5,3.7,4.5,7.7,8.3,216200,75446.0,11.1,0.2675146932547118
IL_12_2018,12.0,IL,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.3969495402585287,0.543050843125603,-0.14610130286707435,0.7309620181672707,0.14610130286707435,1.3680601387569822,0.0,1.0,0.0,1.0,50.3,9.2,13.1,39.5,2.7,13.7,23.3,42.9,10.1,85.9,41.6,5.0,3.6,2.0,6.0,18.2,112100,48570.0,16.5,0.02690390197425273
IL_13_2018,13.0,IL,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.40335057284808234,0.5966494271519177,-0.19329885430383537,0.6760260791223085,0.19329885430383537,1.4792328741197531,0.0,1.0,0.0,1.0,50.4,15.5,12.3,36.6,2.7,16.3,31.4,30.3,7.3,82.7,19.0,8.4,3.8,3.0,4.0,18.9,123000,51129.0,13.3,0.05799547587410627
IL_14_2018,14.0,IL,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.4069512595497742,0.5930487404502258,-0.18609748090045164,0.6862020468011252,0.18609748090045164,1.4572967315701109,0.0,1.0,1.0,0.0,50.7,8.7,10.7,39.2,2.2,8.5,40.4,25.8,6.4,88.4,38.1,14.4,2.9,3.1,4.1,5.3,264800,92461.0,6.0,0.10887084200163046
IL_15_2018,15.0,IL,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,1e-10,1.0,-0.9999999999,1e-10,0.9999999999,10000000000.0,0.0,1.0,0.0,1.0,50.0,8.4,12.1,40.6,2.7,13.4,19.5,41.2,9.0,87.6,32.5,4.2,3.2,0.9,5.7,13.6,102600,52527.0,14.6,0.015876463935098093
IL_16_2018,16.0,IL,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.0005041311818605134,0.9994958688181395,-0.9989917376362789,0.0005043854582977183,0.9989917376362789,1982.6106870229007,0.0,1.0,0.0,1.0,50.5,9.5,12.2,40.3,2.8,12.9,21.4,50.1,8.4,87.3,48.7,9.8,4.1,0.6,4.5,11.0,139000,60326.0,11.4,0.056219413129846664
IL_17_2018,17.0,IL,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6030801064556133,0.39691989354438667,0.2061602129112266,1.5194000509026444,0.2061602129112266,1.5194000509026444,1.0,0.0,1.0,0.0,50.7,8.7,12.1,40.7,3.0,15.9,19.8,45.2,8.3,86.2,49.3,9.5,4.7,1.3,6.0,16.6,101300,48036.0,17.9,0.058768088245000835
IL_18_2018,18.0,IL,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2786488253096178,0.721331018218571,-0.4426821929089532,0.3862981325796588,0.4426821929089532,2.588674175880955,0.0,1.0,0.0,1.0,51.0,8.6,11.9,40.5,2.1,12.9,33.6,24.2,8.3,87.4,24.7,5.3,2.8,0.5,3.9,9.3,150200,65048.0,9.1,0.04302177496622767
IN_01_2018,1.0,IN,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.8151172702026451,0.18481595393250924,0.6303013162701359,4.410426983486005,0.6303013162701359,4.410426983486005,1.0,0.0,1.0,0.0,50.9,8.8,12.5,39.2,2.7,14.2,23.8,40.9,7.4,87.9,51.6,12.3,3.9,2.2,7.6,14.8,155600,56293.0,11.1,0.06256936200345732
IN_02_2018,2.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.36920286850521167,0.5925756335697314,-0.22337276506451975,0.6230476711995375,0.22337276506451975,1.6050136229138388,0.0,1.0,0.0,1.0,50.9,9.6,12.3,37.9,2.4,12.8,22.6,35.2,7.0,87.4,60.1,10.5,2.8,0.5,9.8,13.7,130200,53440.0,8.7,0.05770091735065619
IN_03_2018,3.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.22984748317649967,0.7011248159249704,-0.4712773327484708,0.3278267691513238,0.4712773327484708,3.0503915302243154,0.0,1.0,0.0,1.0,50.4,8.9,13.0,37.2,2.7,12.3,22.4,38.9,7.2,85.8,41.8,11.2,2.7,0.4,10.1,12.0,134400,53197.0,9.1,0.04775796106672668
IN_04_2018,4.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.30476165031359165,0.645925312422771,-0.3411636621091793,0.4718218104357537,0.3411636621091793,2.119444200929254,0.0,1.0,0.0,1.0,49.9,12.5,12.3,36.8,2.7,12.4,26.3,31.8,7.8,81.7,42.1,8.2,2.4,0.7,7.0,12.5,141600,56721.0,7.0,0.05826772751678788
IN_05_2018,5.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.34294377448876456,0.6146094950641727,-0.27166572057540816,0.5579864568362339,0.27166572057540816,1.7921581926378092,0.0,1.0,0.0,1.0,51.2,7.8,13.2,38.5,2.4,11.8,48.0,28.9,7.1,86.4,25.6,7.8,2.5,0.2,5.4,8.2,196400,71573.0,6.1,0.06570648104835795
IN_06_2018,6.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2670006916679319,0.691398012719942,-0.42439732105201006,0.3861750927191099,0.42439732105201006,2.589498957477728,0.0,1.0,0.0,1.0,50.5,10.3,11.6,40.3,2.7,12.7,22.7,39.6,8.3,86.3,26.4,4.3,2.6,0.7,7.4,13.1,125800,52636.0,9.7,0.02416536894425838
IN_07_2018,7.0,IN,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.5997619677334038,0.35688215513658517,0.24287981259681868,1.6805602608622003,0.24287981259681868,1.6805602608622003,1.0,0.0,1.0,0.0,51.9,9.9,16.7,33.5,2.4,17.1,24.5,53.9,7.5,85.2,49.9,15.6,4.6,2.3,12.3,19.7,119300,42630.0,14.4,0.12109036652072283
IN_08_2018,8.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.316769195793874,0.6368975918944871,-0.3201283961006131,0.49736284109918916,0.3201283961006131,2.0106045674621877,0.0,1.0,0.0,1.0,50.3,9.8,12.4,39.1,3.1,14.6,22.3,43.6,7.8,84.6,38.2,4.2,2.8,0.5,7.6,14.4,123300,50666.0,9.9,0.023884129733664015
IN_09_2018,9.0,IN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.40461462692392275,0.5414117698076155,-0.13679714288369277,0.7473325285626833,0.13679714288369277,1.338092431120672,0.0,1.0,0.0,1.0,50.4,11.3,13.0,38.0,2.5,12.5,26.7,26.2,8.2,84.0,27.8,5.5,2.8,1.2,6.3,13.1,149600,54504.0,7.9,0.04219128689162603
KS_01_2018,1.0,KS,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2625837787968415,0.6589577898290894,-0.39637401103224784,0.39848345804508445,0.39637401103224784,2.5095144599123103,0.0,1.0,0.0,1.0,49.3,12.5,13.0,35.4,2.3,14.5,25.7,27.0,8.6,82.7,70.8,14.1,2.3,0.2,8.8,13.9,113300,49380.0,6.5,0.07812787827432487
KS_02_2018,2.0,KS,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.32562096294229004,0.6093725306908854,-0.28375156774859533,0.5343545147548944,0.28375156774859533,1.871416769929781,0.0,1.0,0.0,1.0,49.9,11.3,12.4,37.9,2.3,14.1,29.9,28.2,9.0,83.4,39.8,6.0,2.7,0.6,7.9,12.8,133600,53483.0,8.6,0.0343879909625571
MD_02_2018,2.0,MD,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6209868165955796,0.3314495282409203,0.28953728835465936,1.8735486512571042,0.28953728835465936,1.8735486512571042,1.0,0.0,1.0,0.0,52.4,8.8,16.0,36.3,2.1,11.9,32.6,41.6,7.8,85.8,34.4,14.9,3.9,7.8,5.8,10.5,238500,68204.0,13.2,0.14314335101734088
MD_04_2018,4.0,MD,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.7406861063464837,0.21415874005925464,0.5265273662872291,3.4585845347313238,0.5265273662872291,3.4585845347313238,1.0,0.0,1.0,0.0,51.5,8.4,14.3,38.1,2.0,11.7,33.0,43.4,7.9,85.4,59.4,22.9,4.3,12.3,9.0,8.0,316700,81151.0,8.4,0.2243177311898678
IL_09_2018,9.0,IL,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6646500360913662,0.33506857359580117,0.329581462495565,1.9836239160200821,0.329581462495565,1.9836239160200821,1.0,0.0,1.0,0.0,51.0,8.7,13.9,40.2,1.8,15.3,54.4,15.0,3.1,86.0,21.6,37.6,2.0,21.3,6.9,12.2,347500,70552.0,8.7,0.3718104518499239
MO_07_2018,7.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.27393408878138964,0.6753906446115999,-0.4014565558302103,0.40559354940269005,0.4014565558302103,2.4655224459873217,0.0,1.0,0.0,1.0,51.0,10.6,12.9,37.9,2.2,12.2,25.0,33.5,9.1,83.2,47.9,5.7,2.4,0.4,10.8,15.1,139600,47225.0,11.8,0.033508115121992726
MN_06_2018,6.0,MN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.34271306382860167,0.6557963948402196,-0.3130833310116179,0.522590649361684,0.3130833310116179,1.9135436143402977,0.0,1.0,0.0,1.0,49.6,9.7,12.1,37.0,2.7,10.5,31.0,22.7,7.6,88.3,19.1,6.7,2.3,1.9,3.3,5.7,235400,79826.0,5.1,0.053667186626247164
MN_07_2018,7.0,MN,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.5246672692043781,0.4744047421128519,0.05026252709152623,1.105948618615557,0.05026252709152623,1.105948618615557,1.0,0.0,1.0,0.0,49.5,8.7,11.2,40.8,2.6,15.2,22.1,26.8,8.2,87.3,34.2,5.9,1.9,0.6,5.6,11.0,158300,55745.0,7.8,0.03450886605920489
MN_08_2018,8.0,MN,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.5017130243072967,0.4960851161578952,0.005627908149401506,1.0113446422117818,0.005627908149401506,1.0113446422117818,1.0,0.0,0.0,1.0,49.2,8.8,10.9,42.8,3.1,14.7,23.7,36.8,10.0,85.4,9.4,3.1,2.9,1.4,4.4,11.7,174100,56055.0,9.7,0.01951455761859146
MO_01_2018,1.0,MO,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.7546970932158051,0.199710850126105,0.5549862430897001,3.778948879038173,0.5549862430897001,3.778948879038173,1.0,0.0,1.0,0.0,52.9,10.1,16.5,36.0,3.0,16.5,31.9,55.1,6.8,81.5,22.6,8.8,5.0,6.6,10.2,17.8,115400,45789.0,18.8,0.07501065387513511
MO_02_2018,2.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.3767009600867175,0.5854254577832837,-0.2087244976965662,0.6434652867900509,0.2087244976965662,1.5540853881777135,0.0,1.0,0.0,1.0,51.3,7.2,12.3,42.8,1.8,10.9,49.5,17.1,7.7,87.9,13.6,9.5,1.8,0.6,3.8,5.8,242400,79497.0,3.2,0.08188134808422907
MO_03_2018,3.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2793423342464563,0.6783671297440088,-0.3990247954975525,0.41178636463690393,0.3990247954975525,2.4284436928399957,0.0,1.0,0.0,1.0,50.0,8.5,12.6,38.9,2.4,10.5,27.0,37.9,8.7,88.5,12.2,3.3,2.6,0.2,7.2,9.8,175100,64529.0,7.7,0.02198885671091246
MO_04_2018,4.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2784483225678287,0.6782809706411745,-0.39983264807334584,0.4105206170012603,0.39983264807334584,2.4359312506756026,0.0,1.0,0.0,1.0,50.0,12.3,12.7,36.9,2.5,14.1,26.0,28.9,11.1,81.8,24.2,5.3,3.0,0.4,10.6,14.0,150200,50963.0,10.3,0.0273686206081708
MO_05_2018,5.0,MO,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.5882937058623986,0.3816911832731983,0.2066025225892003,1.541281883478359,0.2066025225892003,1.541281883478359,1.0,0.0,1.0,0.0,51.1,8.5,15.4,36.9,2.9,16.3,27.7,41.8,7.7,83.6,55.2,9.5,3.1,1.6,11.8,14.7,129700,50663.0,11.0,0.06773778332610542
MO_06_2018,6.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.2844734108730639,0.6802456312563491,-0.3957722203832852,0.41819219088209136,0.3957722203832852,2.3912450347068974,0.0,1.0,0.0,1.0,51.1,9.5,12.2,38.6,2.7,11.5,27.6,37.2,8.7,85.4,26.1,5.0,2.1,0.5,7.5,10.8,158300,58778.0,7.4,0.032264433878189225
MO_08_2018,8.0,MO,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.22666096849493803,0.7439740215170735,-0.5173130530221355,0.30466247737083973,0.5173130530221355,3.2823208444628547,0.0,1.0,0.0,1.0,49.6,8.7,12.0,40.9,2.4,12.1,16.3,33.5,9.7,84.4,19.4,2.8,3.2,0.3,11.4,20.1,119400,40542.0,18.2,0.017368677788848062
MD_05_2018,5.0,MD,2018.0,democrat,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,democrat,0.6737828380019633,0.2937354769655662,0.3800473610363971,2.2938422180475975,0.3800473610363971,2.2938422180475975,1.0,0.0,1.0,0.0,51.1,9.9,13.1,38.2,1.6,9.9,35.8,27.1,11.2,87.2,45.5,15.3,2.8,7.3,6.4,7.1,330200,96325.0,7.0,0.14943059955309468
MS_01_2018,1.0,MS,2018.0,republican,,,,7.168918918918919,3.175438596491228,3.993480322427691,2.2576153501567866,republican,0.27942933796680014,0.6872143610842046,-0.4077850231174045,0.40661161027826886,0.4077850231174045,2.459349351376464,0.0,1.0,0.0,1.0,51.4,10.5,11.9,38.1,2.0,12.6,20.4,55.0,6.2,87.2,56.8,3.8,3.3,0.2,10.6,15.9,122700,47681.0,11.9,0.022239744472138508
